物料编码;零部件编号;零部件名称;图纸编号/图纸备注;材料/规格;单位;数量;采购类别;VENDOR;标准质保（类别）;海外标准质保要求;标准质保;海外协议签署情况;通则签署情况;供应商质保;标准质保差;质保需求;质保差;故障率;工时;成本价;售后成本;标准质保差;标准质保为1年的延保材料费;标准质保为1年的延保工时费;标准质保为2年的延保材料费;标准质保为2年的延保工时费;标准质保为5年的延保材料费;标准质保为5年的延保工时费;延保换件材料费;延保换件工时费;类别;备注;Vendor Description;P/N(供应商零部件编号);第二供应商信息;Second Vendor Description;SORT;Assembly Station(装配位置);Remark(备注);Remark English Description;New developed part(是否为新开发件);Technical state confirmation(技术状态确定);Section(科室);部门
12515038-00;Φ25_PP;波纹管_Φ25_PP_灰色_闭口;;;;;;河南泛华电器有限责任公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12523413-00;K9U-8111111;K9U-8111111_鼓风机_M00000;;;;;;斯佩尔汽车零部件（上海）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12532181-00;K9UB-8201100L;内后视镜;;;;;;常州市凯凌车配有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12537408-00;C7A-3792290;起步阻止开关;;;;;;嘉灵开关制造（中山）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12542931-00;TK-6205337;碰锁5;;;;2;;湖北航宇精工科技有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
12547765-00;K10B-8125238;注水三通;;;;2;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
12553212-00;BYDQ675B16F;A型蜗杆传动式软管环箍;;;;6;;天津市鹤鼎工贸有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12558424-00;K9F-3416020;K9F-3416020_减振橡胶垫_M00000;;;;;;全兴精工集团有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12560724-00;K9U-6100112;K9U-6100112_乘客门底部导轨_M00000;;;;;;Shlomo motors;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12562281-00;TK-8125343;冷却硬管219;;;;;;广州金纪金属制造有限公司/上海扬通钢铁有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12562286-00;TK-8125336;冷却硬管214;;;;;;广州金纪金属制造有限公司/上海扬通钢铁有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12562288-00;TK-8125334;冷却硬管212;;;;;;广州金纪金属制造有限公司/上海扬通钢铁有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12562350-00;TK-8125217;冷却硬管107;;;;;;广州金纪金属制造有限公司/上海扬通钢铁有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12562355-00;TK-8125212;冷却硬管102;;;;1;;广州金纪金属制造有限公司/上海扬通钢铁有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12562357-00;TK-8125323;冷却硬管203;;;;4;;上海扬通钢铁有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
12562359-00;TK-8125321;冷却硬管201;;;;1;;上海扬通钢铁有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;三电;;;;;;;
12563366-00;TK-8125374;冷却硬管312;;;;;;广州金纪金属制造有限公司/上海扬通钢铁有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12568032-00;K7G-1311020;膨胀箱总成;;;;;;象山恒峰汽车零部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12579901-00;55J18L-1721115;行星架;;;;;;第十七事业部车桥长沙工厂;动力系统;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘CHASSIS;;;;;;;
12579902-00;55J18L-1721111;行星减速器壳体;;;;;;第十七事业部车桥长沙工厂;动力系统;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘CHASSIS;;;;;;;
12581144-00;55J18L-1721106;行星轴;;;;;;第十七事业部车桥长沙工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘CHASSIS;;;;;;;
12582548-00;55J18L-1721114;行星轮端面轴承合件;;;;;;第十七事业部车桥长沙工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘CHASSIS;;;;;;;
12582599-00;Q2150625T1F61;内六角花形盘头螺钉;;;;5;;上海上标集团紧固件有限公司/温州市尖端标准件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12583974-00;55J18L-1721107;滚针挡圈;;;;;;第十七事业部车桥长沙工厂;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘CHASSIS;;;;;;;
12595492-00;55J18L-1721112M;左行星轮;;;;;;第十七事业部车桥长沙工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘CHASSIS;;;;;;;
12603106-00;K9KA-3721020;低音喇叭;;;;;;曲阜天博汽车电器有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12603107-00;K9KA-3721010;高音喇叭;;;;;;曲阜天博汽车电器有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12610683-00;K9FE-3509334;K9FE-3509334_温控阀芯_M00000;;;;;;耐力股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12610684-00;K9FE-3509332;K9FE-3509332_安全阀_M00000;;;;;;耐力股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12610685-00;K9FE-3509333;进气阀密封垫;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
12611006-00;None;K9FE-3509331H_O型圈-64.77×2.62_M00000;;;;;;耐力股份有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12611022-00;K9FE-3509331C;O型圈，4.47*1.78;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
12611026-00;None;K9FE-3509331G_O型圈-5.23×2.62_M00000;;;;;;耐力股份有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12622953-00;K8L-2152040C;K8L-2152040C_漏电传感器_M00666;;;;;;弗迪动力深圳电控工厂;power control;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12626695-00;K11U-5702311E;风道衬板;;;;2;;镇江长江汽车内饰件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12632260-00;K11U-8102825B;K11U-8102825B_除霜除雾风管-2.4米_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12638892-00;K9KA-3416010;双源电动转向油泵总成;;;;;;全兴精工集团有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12639507-00;K8L-2110010;K8L-2110010_DC-DC变换器_M00666;;;;;;十四部深圳电源工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12640418-00;BYDQ675B25F;A型蜗杆传动式软管环箍;;;;2;;天津市鹤鼎工贸有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电;;;;;;;
12642974-00;Q2150525T1F62;内六角花形盘头螺钉;;;;26;;上海上标集团紧固件有限公司/温州市尖端标准件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12642978-00;Q2150525T1F61;内六角花形盘头螺钉_M5×25,8.8级,环保银白色达克罗;;;;10;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12642979-00;Q2150420T1F62;Q2150420T1F62_内六角花形盘头螺钉_M4×20,;;;;4;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12643601-00;Q1461050TF61QP1.5;六角头螺栓、弹簧垫圈和平垫圈组合件;;;;6;;上海上标集团紧固件有限公司/温州市尖端标准件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12643602-00;Q1461030TF61QP1.5;六角头螺栓、弹簧垫圈和平垫圈组合件;;;;6;;上海上标集团紧固件有限公司/温州市尖端标准件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12657664-00;K9A-3501112A;K9A-3501112A_制动器推压部件_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12657665-00;K9DA-3501113;K9A-3501113A_制动器调节套件_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12657674-00;K11M-2301147;K11M-2301147_主销下密封盖_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12659335-00;K8A-2110080;DC-DC变换器;;;;1;;第十五事业部电器深圳工厂;power control;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12662210-00;BYDQ194C0625T1F61KP1;方头螺栓;;;;14;;天津鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12667053-00;JD;胶带_25m×19mm-514_黑色_PET布基;;;;5;;第十五事业部线束深圳工厂;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12669322-00;Q218B0640T30FQP1;内六角圆柱头螺钉_M6×40,不锈钢A2-70,全螺纹;;;;6;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12672452-00;TK-1315111;管路转接头1;;;;4;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12678666-00;TK-6309122;TK-6309122_舱门撑杆_M00000;;;;;;江苏弗莱迪斯汽车系统有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12678667-00;TK-6309123;舱门撑杆卡座;;;;;;江苏弗莱迪斯汽车系统有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12678668-00;TK-6309124;舱门撑杆支架;;;;;;江苏弗莱迪斯汽车系统有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12678708-00;K6C-8101912C;K6C-8101912C_除霜除雾风管2_M00000;;;;;;郑州宇晟汽车产品科技开发有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12678984-00;K9-3419200B;K9-3419200B_右接头总成_M00000;;;;;;采埃孚商用车底盘技术(上海)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12678987-00;K9-3419100B;K9-3419100B_左接头总成_M00000;;;;;;采埃孚商用车底盘技术(上海)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12678993-00;D9UB-3419020A;转向直拉杆总成;;;;1;;采埃孚商用车底盘技术(上海)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12684621-00;K9UD-2909111;上A型臂安装座左;;;;1;;上海科曼车辆部件系统股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12684625-00;K9UD-2909112;下A型臂安装座;;;;;;上海科曼车辆部件系统股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12688181-00;K9A-3501611A;轮速传感器衬套;;;;;;;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12688183-00;K9A-3501600A;轮速传感器总成;;;;;;;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12688184-00;K9A-3501700A;前制动盘总成;;;;;;采埃孚传动技术(苏州)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689471-00;K9A-3501130A;制动衬片总成;;;;;;Knorr;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689475-00;K10MR-3501120;制动托架总成;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689480-00;K11M-2301140;K11M-2301140_主销下密封盖总成_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689481-00;K11M-2301134;K11M-2301134_主销上密封盖_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689483-00;K11M-2301130;K11M-2301130_主销上密封盖总成_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689486-00;K9A-3501124A;装配润滑脂;;;;;;采埃孚销售服务（中国）有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689493-00;K11M-2303113;K11M-2303113_转向节滚子轴承;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689497-00;K11M-2301145;前轮速传感器;;;;;;采埃孚传动技术(苏州)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689498-00;K11M-2301144;K11M-2301144_轮速传感器衬套_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689500-00;K9A-2304115;K9A-2304115_主销滚针轴承_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689502-00;K11M-2301124;前轮毂端盖;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689503-00;K11M-2301211;K11M-2301211_轴承油封_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689504-00;K11M-2301121;K11M-2301121_ABS齿圈_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689505-00;K11M-2301116;轴承单元;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689506-00;K11M-2301117;轮毂圆锥滚子轴承;;;;;;采埃孚传动技术(苏州)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12689507-00;K11M-2301118;K11M-2301118_轴承卡环_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12693308-00;K9UD-2909113;上A型臂安装座右;;;;1;;上海科曼车辆部件系统股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12699503-00;TK-1315112;管路转接头2;;;;2;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12701473-00;K9UB-5207112X;洗涤器延长管;;;;;;DOGA Italia SRL;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
12702943-00;K9UD-7109423C;型材封头右2;;;;3;;泰州市华发新型建材厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12702944-00;K9UD-7109424C;型材封头左2;;;;3;;泰州市华发新型建材厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12703690-00;K9A-2302112;前桥铭牌;;;;;;;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12703693-00;K11M-2301135;K11M-2301135_主销油嘴_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12704150-00;K9A-2304416;滚针轴承;;;;;;采埃孚传动技术（苏州）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12708361-00;TK-8125812;支路三通;;;;4;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;三电;;;;;;;
12708362-00;TK-8125811;注水三通;;;;4;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;三电;;;;;;;
12708367-00;TK-8125813;支路两通;;;;;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;三电;;;;;;;
12708370-00;TK-8125814;冷却硬管101;;;;2;;广州金纪金属制造有限公司/上海扬通钢铁有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12716046-00;Q151B1640TF61KP1.5;六角头螺栓;;;;4;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
12724357-00;LXC-125;铝型材_LXC-125_6000mm;;;;2,5;;泰州市华发新型建材厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12728967-00;K7UA-3640100;K7UA-3640100_车身控制模块总成_M00666;;;;;;十五部西安电器厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12729048-00;K9UD-3501200;右前制动器总成;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12729113-00;K9UD-3501100;左前制动器总成;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12731222-00;TK-1315113;管路转接头3;;;;2;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;三电;;;;;;;
12731234-00;TK-1315123;管路转接头11;;;;4;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
12731237-00;TK-1315125;管路转接头13;;;;;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12731241-00;TK-1315114;管路转接头4;;;;6;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;三电;;;;;;;
12731343-00;TK-1315116;管路转接头6;;;;1;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12731984-00;K9UD-3555010;APU空气处理单元;;;;1;;克诺尔商用车系统企业管理(上海)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12732576-00;K9UD-4016220;胶粘扎带座Ⅱ;;;;10;;江西天昊汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12732579-00;K9UD-4016210;胶粘扎带座Ⅰ;;;;;;江西天昊汽车部件有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12733408-00;K9UB-5207112Z;K9UB-5207112Z_洗涤器延长管_M00000;;;;;;道佳(南通)汽车零配件有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12733636-00;K9UD-2911113;上推力杆安装座;;;;;;上海科曼车辆部件系统股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12735479-00;51×8×2000mm;包装保护套_51×8×2000mm_EPDM;;;;;;镇江长江汽车内饰件有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12737594-00;K11M-2301136;K11M-2301136_主销O型密封圈_M00000;;;;;;采埃孚销售服务（中国）有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12737595-00;K7M-2305123;A臂轴密封圈;;;;;;采埃孚销售服务（中国）有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12737603-00;K7M-2307120;K7M-2307120_转向横拉杆总成_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12737605-00;K7M-2307121;K7M-2307121_横拉杆外球头_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12737606-00;K7M-2307122;K7M-2307122_横拉杆内球头_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12739664-00;K9UD-2801415B;下推力杆安装梁;;;;;;江苏天龙车辆部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
12743516-00;K9UB-8111121;鼓风机支架;;;;;;电动客车工厂/第十九事业部;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12753784-00;K9FE-3509600A;K9FE-3509600A_永磁电机_M00000;;;;;;耐力股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12759556-00;K8BB-3703420;右蓄电池导轨总成;;;;;;丹阳长江;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12759557-00;K8BB-3703410;左蓄电池导轨总成;;;;;;丹阳市长江汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12759695-00;K9-3794110;K9-3794110_红色开门1开关_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12759696-00;K9-3794120;K9-3794120_红色开门2开关_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12768457-00;LXC-121A;铝型材;;;;;;泰州市华发新型建材厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12768458-00;LXC-122A;铝型材;;;;;;泰州市华发新型建材厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
12771358-00;K9UD-2905010;K9UD-2905010_前减振器总成_M00000;;;;;;上海科曼车辆部件系统股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12771362-00;K9UD-2915010;K9UD-2915010_后减振器总成_M00000;;;;;;上海科曼车辆部件系统股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12778492-00;K9NA-4114100;前示廓灯;;;;2;;上海开腾信号设备有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12779125-00;D8UR-3792810;D8UR-3792810_车厢灯强度开关_M00666;;;;;;十五部西安电器厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12782402-00;BYDQ194A0833T1F6P1.25;方头螺栓;;;;;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
12788261-00;T10ZT-3555013;干燥筒;;;;;;克诺尔商用车系统企业管理（上海）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12808931-00;K9NA-3792916;开关四联框;;;;;;慈溪市腾辉汽车零部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
12808938-00;K9NA-3792530;K9NA-3792530_ASR关断开关_M00000;;;;;;慈溪市腾辉汽车零部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12809502-00;TK-1303261A;冷却直软管;;;;;;天津滨海新区大港天力胶管有限公司/上海新上橡汽车胶管有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12811331-00;MFT-02-003;密封胶条;;;;;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
12811796-00;BYDQ676B48F;B型蜗杆传动式软管环箍;;;;2;;天津市鹤鼎工贸有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
12811798-00;BYDQ676B29F;B型蜗杆传动式软管环箍;;;;66;;天津市鹤鼎工贸有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
12811822-00;BYDQ676B33F;B型蜗杆传动式软管环箍;;;;52;;天津市鹤鼎工贸有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电;;;;;;;
12821959-00;C8B-4108100X;C8B-4108100X_牌照灯_M00000;;;;2;;上海开腾信号设备股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12825107-00;K9-4016300V;扶手管胶套1;;;;16;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
